Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type
"2,818","Shiningford, Carsington Water",SK230510,"423,000","351,000","1,900",England,10,8,"2,008","2,015",UKBMS
"2,819","Cinderhill, Shipley Country Park, Heanor",SK430450,"443,000","345,000","2,400",England,1,8,"2,008","2,015",UKBMS
"2,820","Darley and Nutwood Wildlife Site, Derby",SK355388,"435,500","338,800","1,350",England,8,7,"2,009","2,015",UKBMS
"2,821","Eyes Meadow, Duffield",SK348433,"434,800","343,300","1,000",England,1,6,"2,010","2,015",UKBMS
"2,822","Brocks Hill Country Park, Leicester",SP619996,"461,900","299,600","3,200",England,10,7,"2,009","2,015",UKBMS
"2,824",Crich Chase Meadows,SK352523,"435,200","352,300","2,000",England,10,4,"2,012","2,015",UKBMS
"2,825",Millers Dale Quarry,SK140731,"414,000","373,100","2,057",England,10,4,"2,012","2,015",UKBMS
"2,826",Chee Dale NR,SK128735,"412,800","373,500","3,950",England,10,4,"2,012","2,015",UKBMS
"2,827","Woodside NR, Shipley",SK448436,"444,800","343,600","3,650",England,10,4,"2,012","2,015",UKBMS
"2,828","Avenue Washlands NR, Wingerworth",SK398668,"439,800","366,800","1,850",England,10,4,"2,012","2,015",UKBMS
"2,829",Saffron Acres,SK589013,"458,900","301,300",480,England,6,1,"2,012","2,012",UKBMS
"2,830",Beeston Sidings,SK5437,"454,000","337,000",600,England,3,2,"2,014","2,015",UKBMS
"2,831","Potwell Dyke Grasslands, Southwell",SK704535,"470,400","353,500",730,England,7,2,"2,014","2,015",UKBMS
"2,832","Hammersmith Meadows LNR, Ripley",SK398515,"439,800","351,500",665,England,4,2,"2,014","2,015",UKBMS
"2,833","Carr Wood LNR, Ripley",SK402511,"440,200","351,100",890,England,7,2,"2,014","2,015",UKBMS
"2,834","Erewash Field, Long Eaton",SK506332,"450,600","333,200","1,400",England,1,3,"2,013","2,015",UKBMS
"2,835",Attenborough Nature Reserve,SK521341,"452,100","334,100","2,625",England,6,1,"2,013","2,013",UKBMS
"2,836",Drakelow NR North,SK226204,"422,600","320,400","1,250",England,1,3,"2,013","2,015",UKBMS
"2,837",Drakelow NR South,SK225197,"422,500","319,700",950,England,1,3,"2,013","2,015",UKBMS
"2,838",Bingham Linear Park,SK715385,"471,500","338,500","3,000",England,8,3,"2,013","2,015",UKBMS
"2,839",Poulter Country Park,SK525706,"452,500","370,600","2,095",England,11,3,"2,013","2,015",UKBMS
"2,840",Creswell Crags,SK532741,"453,200","374,100","1,569",England,10,3,"2,013","2,015",UKBMS
"2,841",Hollinhill & Markland Grips,SK507751,"450,700","375,100","1,910",England,10,3,"2,013","2,015",UKBMS
"2,842",Whitwell Woods,SK524780,"452,400","378,000","2,180",England,10,3,"2,013","2,015",UKBMS
"2,843",Radcliffe Wood,SK650381,"465,000","338,100","4,060",England,10,3,"2,013","2,015",UKBMS
"2,844","Greenfields, Buxworth",SK025821,"402,500","382,100","1,452",England,7,3,"2,013","2,015",UKBMS
"2,845",Jim Mart Nature Reserve,SK367648,"436,700","364,800",350,England,6,3,"2,013","2,015",UKBMS
"2,846",Toton Washlands,SK485346,"448,500","334,600","2,882",England,6,3,"2,013","2,015",UKBMS
"2,847",Toton Railway Sidings,SK492343,"449,200","334,300",777,England,7,3,"2,013","2,015",UKBMS
"2,848",Ticknall Limeyards,SK357237,"435,700","323,700","2,050",England,8,1,"2,013","2,013",UKBMS
"2,849",Findern Footpaths,SK314303,"431,400","330,300","2,085",England,10,3,"2,013","2,015",UKBMS
"2,850",Calke Park,SK363229,"436,300","322,900","2,450",England,6,1,"2,013","2,013",UKBMS
"2,851",Rosliston Forestry Centre,SK245177,"424,500","317,700","2,163",England,8,3,"2,013","2,015",UKBMS
"2,852",Hartshorne Wood,SK330218,"433,000","321,800","2,088",England,10,3,"2,013","2,015",UKBMS
"2,853",Gresley Wood,SK295175,"429,500","317,500","1,876",England,8,3,"2,013","2,015",UKBMS
"2,854",Markham North Tip,SK453729,"445,300","372,900","2,720",England,10,3,"2,013","2,015",UKBMS
"2,855",Hartington Meadows,SK152611,"415,200","361,100","2,012",England,10,3,"2,013","2,015",UKBMS
"2,856",Kedleston Park,SK313412,"431,300","341,200","2,190",England,8,3,"2,013","2,015",UKBMS
"2,857",Nestles Meadow Hatton,SK215295,"421,500","329,500",917,England,4,3,"2,013","2,015",UKBMS
"2,858",Clough Wood (Darley Bridge),SK257617,"425,700","361,700","1,190",England,8,2,"2,014","2,015",UKBMS
"2,859",Belper Parks LNR,SK352472,"435,200","347,200","2,251",England,10,2,"2,014","2,015",UKBMS
"2,860","Wyver Lane, Belper",SK343493,"434,300","349,300","2,130",England,4,2,"2,014","2,015",UKBMS
"2,861","Sturgess Fields, Derby",SK339372,"433,900","337,200","1,215",England,10,1,"2,014","2,014",UKBMS
"2,862",Willington Power Station,SK302288,"430,200","328,800","1,900",England,4,1,"2,014","2,014",UKBMS
"2,863",Pleasley Pit LNR,SK498644,"449,800","364,400","3,120",England,10,2,"2,014","2,015",UKBMS
"2,864",Allestree Park LNR,SK350405,"435,000","340,500","1,800",England,4,2,"2,014","2,015",UKBMS
"2,865",Doe Lea & Glapwell Pit,SK467671,"446,700","367,100","2,800",England,10,2,"2,014","2,015",UKBMS
"2,866",Blackwell Trail,SK430576,"443,000","357,600","2,003",England,8,2,"2,014","2,015",UKBMS
"2,867",Alsop Moor,SK158571,"415,800","357,100","2,775",England,4,2,"2,014","2,015",UKBMS
"2,868",Denby Footpaths,SK393465,"439,300","346,500","1,610",England,5,2,"2,014","2,015",UKBMS
"2,869",Mickleover Meadows LNR,SK314357,"431,400","335,700","1,545",England,8,2,"2,014","2,015",UKBMS
"2,870",Carr Vale NR,SK461702,"446,100","370,200","2,300",England,10,2,"2,014","2,015",UKBMS
"2,871","Forbes Hole LNR, Long Eaton",SK495324,"449,500","332,400","1,205",England,7,2,"2,014","2,015",UKBMS
"2,872","Longsidings Quarry, Buxton",SK095758,"409,500","375,800","1,235",England,6,1,"2,014","2,014",UKBMS
"2,873",Hardwick Hall Gardens,SK462636,"446,200","363,600","1,450",England,8,2,"2,014","2,015",UKBMS
"2,874",Northwood Carr,SK270648,"427,000","364,800","2,125",England,8,2,"2,014","2,015",UKBMS
"2,875",Kirk Hallam Lakes & Meadows,SK453408,"445,300","340,800","2,120",England,6,2,"2,014","2,015",UKBMS
"2,876",Seale Wood,SK301142,"430,100","314,200","1,318",England,6,2,"2,014","2,015",UKBMS
"2,877",Pick Triangle Wood,SK308177,"430,800","317,700","1,609",England,10,2,"2,014","2,015",UKBMS
"2,878",Sence Valley Country Park,SK400112,"440,000","311,200","2,410",England,10,2,"2,014","2,015",UKBMS
"2,879","Hicks Lodge, Leicestershire",SK329156,"432,900","315,600","1,670",England,9,2,"2,014","2,015",UKBMS
"2,880",Bardon Hill Quarry,SK463130,"446,300","313,000","2,464",England,8,1,"2,014","2,014",UKBMS
"2,881",Hardwick Hall,SK461633,"446,100","363,300","2,050",England,10,2,"2,014","2,015",UKBMS
"2,882",Hardwick Park,SK453640,"445,300","364,000","2,450",England,10,2,"2,014","2,015",UKBMS
"2,883","Hoe Grange Quarry, Longcliffe",SK222561,"422,200","356,100",850,England,1,1,"2,015","2,015",UKBMS
"2,884","Deep Dale NR, Sheldon",SK168701,"416,800","370,100","1,580",England,5,1,"2,015","2,015",UKBMS
"2,885","National Stone Centre, Wirksworth",SK285554,"428,500","355,400","1,060",England,10,1,"2,015","2,015",UKBMS
"2,886",Rose End Meadows NR,SK291566,"429,100","356,600",956,England,10,1,"2,015","2,015",UKBMS
"2,887",Cromford Canal - North,SK305566,"430,500","356,600","1,700",England,8,1,"2,015","2,015",UKBMS
"2,888",Cromford Canal - Centre,SK324556,"432,400","355,600","2,500",England,10,1,"2,015","2,015",UKBMS
"2,889",Cromford Canal - South,SK339535,"433,900","353,500","1,800",England,10,1,"2,015","2,015",UKBMS
"2,890",Swadlincote Woodlands,SK307195,"430,700","319,500","2,472",England,10,1,"2,015","2,015",UKBMS
"2,891",Williamthorpe LNR,SK434666,"443,400","366,600","3,442",England,10,1,"2,015","2,015",UKBMS
"2,892","Grin Low Wood, Buxton",SK052721,"405,200","372,100","3,200",England,8,1,"2,015","2,015",UKBMS
"2,893",Allestree Park Woodlands (North),SK342408,"434,200","340,800",815,England,7,1,"2,015","2,015",UKBMS
"2,894",ANR Corbetts & Glebe,SK524349,"452,400","334,900","1,500",England,6,1,"2,015","2,015",UKBMS
"2,895",ANR-Riverside Path,SK525335,"452,500","333,500","1,000",England,4,1,"2,015","2,015",UKBMS
"2,896",Clumber Park,SK463374,"446,300","337,400","2,748",England,8,1,"2,015","2,015",UKBMS
"2,897",Netherfield Lagoons,SK635400,"463,500","340,000","2,820",England,6,1,"2,015","2,015",UKBMS
"2,898",Newstead Abbey Park,SK547545,"454,700","354,500",900,England,9,1,"2,015","2,015",UKBMS
"2,899",Wollaton Hall Park,SK535395,"453,500","339,500",700,England,7,1,"2,015","2,015",UKBMS
"2,900",Hart Warren Dunes,NZ490365,"449,000","536,500","2,250",England,8,3,"1,998","2,000",UKBMS
"2,901",Cowpen Bewley 2 (Woodland Park),NZ48102530,"448,100","525,300","3,246",England,9,20,"1,996","2,015",UKBMS
"2,905",Thrislington Plantation,NZ31603250,"431,600","532,500","2,024",England,14,16,"1,999","2,015",UKBMS
"2,906",Trimdon Railway Walk (Raisby Way),NZ36503550,"436,500","535,500","2,900",England,13,6,"1,999","2,004",UKBMS
"2,909",The Whinnies,NZ35201370,"435,200","513,700","2,200",England,14,15,"2,001","2,015",UKBMS
"2,910",Rainton Meadows,NZ32504850,"432,500","548,500","3,582",England,14,3,"2,000","2,002",UKBMS
"2,911",Raisby Hill Grassland,NZ33603550,"433,600","535,500","1,850",England,9,15,"2,001","2,015",UKBMS
"2,912",Great Whittington,NZ00507080,"400,500","570,800","2,500",England,3,2,"2,002","2,003",UKBMS
"2,913",Kelloe Way,NZ34103600,"434,100","536,000","1,950",England,15,6,"2,002","2,007",UKBMS
"2,915",Tees Railway Walk,NY99502050,"399,500","520,500","2,215",England,10,13,"2,003","2,015",UKBMS
"2,916",Trimdon Pit Heap,NZ36503570,"436,500","535,700","1,400",England,11,5,"2,000","2,004",UKBMS
"2,917",Cow Plantation,NZ25603480,"425,600","534,800","1,500",England,6,5,"2,003","2,007",UKBMS
"2,918",Trimdon Grange Quarry,NZ36603580,"436,600","535,800",350,England,1,6,"1,999","2,004",UKBMS
"2,919",Billingham Beck Valley Country Park,NZ45402280,"445,400","522,800","4,180",England,12,1,"2,003","2,003",UKBMS
"2,920",Derwent Walk Country Park,NZ180598,"418,000","559,800","2,230",England,12,8,"2,003","2,011",UKBMS
"2,921",Greencroft Heath LNR,NZ16505110,"416,500","551,100","1,500",England,7,3,"2,003","2,005",UKBMS
"2,922",Strother Hills,NZ14605790,"414,600","557,900","2,323",England,11,1,"2,003","2,003",UKBMS
"2,923",Watergate,NZ22806060,"422,800","560,600","4,425",England,14,3,"2,003","2,011",UKBMS
"2,924",Stillington Forest Park,NZ37502390,"437,500","523,900","1,910",England,8,14,"2,002","2,015",UKBMS
"2,925",Castle Eden Dene Denehome South Bank,NZ45704070,"445,700","540,700",436,England,10,1,"2,003","2,003",UKBMS
"2,926",Castle Eden Dene Denehome North Bank,NZ45704070,"445,700","540,700","1,218",England,10,1,"2,003","2,003",UKBMS
"2,928",Tanfield Lea,NZ19405430,"419,400","554,300","2,490",England,12,12,"2,003","2,015",UKBMS
"2,929",bbvcp,NZ45402300,"445,400","523,000","4,180",England,15,7,"2,004","2,013",UKBMS
"2,930",Castle Eden Dene NNR - West end,NZ41103890,"441,100","538,900","1,027",England,7,12,"2,004","2,015",UKBMS
"2,931",Burn Hill,NZ06704440,"406,700","544,400","3,400",England,15,12,"2,004","2,015",UKBMS
"2,932",Wingate Quarry,NZ37303740,"437,300","537,400","2,445",England,15,12,"2,002","2,015",UKBMS
"2,933",Tunstall Hills LNR,NZ39505410,"439,500","554,100","1,535",England,7,3,"2,004","2,007",UKBMS
"2,934",Inkerman,NZ120400,"412,000","540,000","2,455",England,10,11,"2,005","2,015",UKBMS
"2,935",Hedleyhope Fell,NZ14904190,"414,900","541,900","2,900",England,10,11,"2,005","2,015",UKBMS
"2,936",Newton Hall Junction,NZ28304480,"428,300","544,800","1,722",England,7,11,"2,005","2,015",UKBMS
"2,937",Havannah LNR,NZ220718,"422,000","571,800","2,880",England,7,10,"2,006","2,015",UKBMS
"2,938",Stargate Ponds and Bewes Hills,NZ16406300,"416,400","563,000","2,134",England,11,9,"2,006","2,015",UKBMS
"2,939",Morrison Busty Pit Yard,NZ17605030,"417,600","550,300","1,152",England,9,10,"2,006","2,015",UKBMS
"2,940",Tommy-the-Miller's Field (Carlin Brae/Spring Garde,NT99105350,"399,100","653,500","1,025",England,5,10,"2,006","2,015",UKBMS
"2,941",Brass Castle - Waldridge North,NZ25704960,"425,700","549,600","1,273",England,5,8,"2,006","2,015",UKBMS
"2,943",Bakethin Reservoir,NY63709200,"363,700","592,000","1,756",England,7,2,"2,007","2,008",UKBMS
"2,944",West Park Nature Reserve,NZ26801660,"426,800","516,600","1,360",England,15,9,"2,007","2,015",UKBMS
"2,945",Newton Point,NU244253,"424,400","625,300","4,360",England,12,9,"2,007","2,015",UKBMS
"2,946",Dunstan Heughs,NU25702080,"425,700","620,800","3,100",England,10,9,"2,007","2,015",UKBMS
"2,947",Gibside,NZ174585,"417,400","558,500","3,230",England,10,8,"2,008","2,015",UKBMS
"2,948",Cocklawburn Dunes,NU032480,"403,200","648,000","1,450",England,5,8,"2,008","2,015",UKBMS
"2,949",Greenabella Marsh,NZ519266,"451,900","526,600",,England,9,1,"2,010","2,010",UKBMS
"2,950",Wynayard Woodlands Park,NZ403239,"440,300","523,900","1,660",England,6,3,"2,009","2,012",UKBMS
"2,952",Wynyard Woodland Park - Pickard's Meadow,NZ400273,"440,000","527,300","1,445",England,3,6,"2,010","2,015",UKBMS
"2,953",Weetslade Country Park,NZ254724,"425,400","572,400","2,138",England,7,5,"2,011","2,015",UKBMS
"2,954",Sherburn Railway,NZ323417,"432,300","541,700","1,190",England,9,5,"2,011","2,015",UKBMS
"2,955",Littlewood LNR,NZ340376,"434,000","537,600","2,070",England,10,5,"2,011","2,015",UKBMS
"2,956",North Gare - Teesmouth NNR,NZ535295,"453,500","529,500","3,032",England,9,5,"2,011","2,015",UKBMS
"2,957",Cater House Colliery,NZ258452,"425,800","545,200",860,England,9,5,"2,011","2,015",UKBMS
"2,958",Milkwellburn Wood,NZ111579,"411,100","557,900","2,652",England,11,1,"2,012","2,012",UKBMS
"2,959",Dolly's Wood,NZ101461,"410,100","546,100",547,England,3,4,"2,012","2,015",UKBMS
"2,960",Byerley House,NZ103442,"410,300","544,200",324,England,2,4,"2,012","2,015",UKBMS
"2,961",Lane Head Quarry,NY987403,"398,700","540,300",,England,,3,"2,013","2,015",UKBMS
"2,962",Hart to Haswell,NZ475367,"447,500","536,700","1,700",England,8,1,"2,013","2,013",UKBMS
"2,963",RSPB Saltholme,NZ500230,"450,000","523,000",,England,,3,"2,013","2,015",UKBMS
"2,964",Milkwellburn Wood (2013 route),NZ107577,"410,700","557,700","3,358",England,12,1,"2,013","2,013",UKBMS
"2,965",Bearpark Woods,NZ242433,"424,200","543,300","1,600",England,8,1,"2,015","2,015",UKBMS
"2,967",Black Plantation,NZ137449,"413,700","544,900","1,380",England,7,2,"2,014","2,015",UKBMS
"2,969",Gosforth Park Nature Reserve,NZ259700,"425,900","570,000","2,250",England,6,2,"2,014","2,015",UKBMS
"2,971","Hamsterley Forest, Euden Beck",NZ041294,"404,100","529,400","2,100",England,5,1,"2,015","2,015",UKBMS
"2,972",Druridge Bay,NZ275965,"427,500","596,500","1,500",England,10,1,"2,015","2,015",UKBMS
"2,973",Murton Fields,NZ329707,"432,900","570,700","1,855",England,5,1,"2,015","2,015",UKBMS
"2,974",Horsleyhope Burn,NZ060467,"406,000","546,700",970,England,5,1,"2,015","2,015",UKBMS
"3,001",Cwm Clydach,SN68400580,"268,400","205,800",,Wales,15,7,"2,002","2,008",UKBMS
"3,002",Greenfield Valley Nature Reserve,SJ18707640,"318,700","376,400",300,Wales,8,11,"2,003","2,015",UKBMS
"3,004",Trawscoed,SH84603260,"284,600","332,600","1,831",Wales,8,15,"2,001","2,015",UKBMS
"3,005",Rushmoor garden to Landshipping Quay,SN01801110,"201,800","211,100","2,750",Wales,10,15,"2,001","2,015",UKBMS
"3,006",Cae'n-y-coed,SH73802480,"273,800","324,800",660,Wales,8,1,"2,001","2,001",UKBMS
"3,007",Glasdir Picnic Site,SH73702250,"273,700","322,500","1,110",Wales,7,1,"2,001","2,001",UKBMS
"3,008",Llanfairfechan,SH69907350,"269,900","373,500","1,850",Wales,8,14,"2,002","2,015",UKBMS
"3,009",Somerton,SM93100050,"193,100","200,500","2,420",Wales,12,13,"2,002","2,015",UKBMS
"3,010",Westfield Pill,SM960060,"196,000","206,000",,Wales,9,2,"1,995","2,002",UKBMS
"3,011",Dowrog Common,SM770268,"177,000","226,800","4,300",Wales,10,2,"1,993","2,003",UKBMS
"3,012","Parc Slip Nature Reserve, Tondu,",SS880840,"288,000","184,000","4,500",Wales,8,13,"2,003","2,015",UKBMS
"3,019",Flat Holm Island,ST22106490,"322,100","164,900","1,400",Wales,10,7,"2,004","2,011",UKBMS
"3,021",Pen-y-Gelli,SJ13707610,"313,700","376,100",300,Wales,1,10,"2,004","2,015",UKBMS
"3,022",Cwm Soden,SN35705770,"235,700","257,700",,Wales,10,1,"2,000","2,000",UKBMS
"3,023",Llandrillo Village,SJ0335,"303,000","335,000","3,100",Wales,10,1,"2,003","2,003",UKBMS
"3,024",Llangrannog,SN31205420,"231,200","254,200",,Wales,5,1,"2,000","2,000",UKBMS
"3,025",Morfa Dyffryn (Benar dunes),SH57402240,"257,400","322,400","1,600",Wales,5,12,"2,004","2,015",UKBMS
"3,026",Rhos Llawrcwrt - Single Species,SN410495,"241,000","249,500",,Wales,11,5,"1,993","2,000",UKBMS
"3,027",Wepre Park,SJ29406770,"329,400","367,700","1,500",Wales,6,5,"2,005","2,009",UKBMS
"3,028",Teifi Marshes,SN180440,"218,000","244,000","1,900",Wales,10,6,"2,000","2,005",UKBMS
"3,029",Teifi Marshes (Section 15),SN18204590,"218,200","245,900",180,Wales,1,3,"2,003","2,005",UKBMS
"3,030",Coed Maidie B Goddard,SN210437,"221,000","243,700",985,Wales,6,10,"2,002","2,011",UKBMS
"3,033",Caban Coch,SN91706400,"291,700","264,000","1,805",Wales,10,9,"2,006","2,014",UKBMS
"3,034",Newport Wetlands,ST33408340,"333,400","183,400","3,804",Wales,6,7,"2,006","2,015",UKBMS
"3,035",Teifi Marshes,SN18804520,"218,800","245,200","1,600",Wales,10,4,"2,006","2,009",UKBMS
"3,036",Nine Wells,SM78702480,"178,700","224,800","1,950",Wales,9,12,"2,003","2,015",UKBMS
"3,037",Ramsey Island,SM70502360,"170,500","223,600","1,700",Wales,11,9,"2,007","2,015",UKBMS
"3,038",Cefn Coed & Trefechan,SO03400870,"303,400","208,700","2,950",Wales,9,6,"2,007","2,012",UKBMS
"3,039","Ty Mawr, Llangasty",SO12202630,"312,200","226,300","1,961",Wales,10,13,"2,003","2,015",UKBMS
"3,040",Rhydymwym Valley Nature Reserve,SJ20806600,"320,800","366,000","1,800",Wales,7,10,"2,005","2,015",UKBMS
"3,041",Cerrig-y-Gwaenydd,SH58303180,"258,300","331,800","1,467",Wales,8,5,"2,007","2,011",UKBMS
"3,042",Bwlch Quarry,SO159223,"315,900","222,300",890,Wales,10,9,"2,006","2,015",UKBMS
"3,043",Clytha,SO36500900,"336,500","209,000","3,000",Wales,5,4,"2,007","2,012",UKBMS
"3,044",Cwm Sere,SO03502370,"303,500","223,700","1,200",Wales,6,4,"2,007","2,012",UKBMS
"3,045",BUTE PARK,ST170780,"317,000","178,000","3,000",Wales,10,6,"2,007","2,013",UKBMS
"3,046","Stackpole Warren, Stackpole NNR",SR98209450,"198,200","194,500","3,620",Wales,10,9,"2,007","2,015",UKBMS
"3,047",Aberedw,SO07704740,"307,700","247,400","1,250",Wales,6,9,"2,007","2,015",UKBMS
"3,048",Breakwater Country Park,SH22608330,"222,600","383,300","1,606",Wales,13,3,"2,007","2,009",UKBMS
"3,049",Harlech Forest,SH57203270,"257,200","332,700","2,400",Wales,8,9,"2,007","2,015",UKBMS
"3,050",Bronydd - improved grazing,SN880310,"288,000","231,000","2,575",Wales,10,4,"2,005","2,008",UKBMS
"3,051",Bronydd - improved silage,SN880310,"288,000","231,000","2,223",Wales,10,4,"2,005","2,008",UKBMS
"3,052",Bronydd - SNRG,SN880310,"288,000","231,000","4,000",Wales,6,4,"2,005","2,008",UKBMS
"3,053",Cors Fochno,SN630910,"263,000","291,000","1,857",Wales,5,14,"2,001","2,015",UKBMS
"3,054",Mill Wood,SS48808810,"248,800","188,100","2,450",Wales,14,1,"2,007","2,007",UKBMS
"3,055",Marford Quarry,SJ336356,"333,600","335,600",,Wales,14,4,"2,012","2,015",UKBMS
"3,056",Lanlay,ST075755,"307,500","175,500","1,420",Wales,8,5,"2,008","2,015",UKBMS
"3,057",Gilfach Farm,SN965715,"296,500","271,500","2,200",Wales,8,8,"2,008","2,015",UKBMS
"3,058",Ty Mawr country park,SJ283415,"328,300","341,500","1,325",Wales,7,1,"2,009","2,009",UKBMS
"3,059","Hafod Garregog, Talyrni",SH605447,"260,500","344,700",665,Wales,15,16,"1,996","2,015",UKBMS
"3,060","Hafod Garregog, Hafod-y-llyn",SH601447,"260,100","344,700",317,Wales,8,16,"1,996","2,015",UKBMS
"3,061",Mynydd Marian,SH891774,"289,100","377,400","2,090",Wales,11,9,"2,005","2,015",UKBMS
"3,062",Bryngarw Country Park,SS905865,"290,500","186,500","3,600",Wales,13,1,"2,010","2,010",UKBMS
"3,064",Brynprydydd,SH740229,"274,000","322,900","5,360",Wales,14,2,"2,011","2,012",UKBMS
"3,065",Teifi Marshes 2011,SN188450,"218,800","245,000","1,231",Wales,7,2,"2,011","2,014",UKBMS
"3,067",Calypso - Wrexham,SJ381490,"338,100","349,000",,Wales,9,2,"2,012","2,013",UKBMS
"3,068",Bryn Lane Wrexham Ind Estate,SJ388501,"338,800","350,100",,Wales,10,2,"2,012","2,013",UKBMS
"3,069",DNS Reserve_Wetland,SJ266720,"326,600","372,000","1,841",Wales,5,3,"2,013","2,015",UKBMS
"3,070",DNS Reserve_Nature Trail,SJ281711,"328,100","371,100","1,325",Wales,5,2,"2,013","2,014",UKBMS
