Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type,PRIVATE
2922,Strother Hills,NZ14605790,414600,557900,2323,England,11,1,2003,2003,UKBMS,N
2923,Watergate,NZ22806060,422800,560600,4425,England,14,3,2003,2011,UKBMS,N
2924,Stillington Forest Park,NZ37502390,437500,523900,1910,England,8,15,2002,2016,UKBMS,N
2925,Castle Eden Dene Denehome South Bank,NZ45704070,445700,540700,436,England,10,1,2003,2003,UKBMS,N
2926,Castle Eden Dene Denehome North Bank,NZ45704070,445700,540700,1218,England,10,1,2003,2003,UKBMS,N
2928,Tanfield Lea,NZ19405430,419400,554300,2490,England,12,13,2003,2016,UKBMS,N
2929,bbvcp,NZ45402300,445400,523000,4180,England,15,7,2004,2013,UKBMS,N
2930,Castle Eden Dene NNR - West end,NZ41103890,441100,538900,1027,England,7,13,2004,2016,UKBMS,N
2931,Burn Hill,NZ06704440,406700,544400,3400,England,15,13,2004,2016,UKBMS,N
2932,Wingate Quarry,NZ37303740,437300,537400,2445,England,15,13,2002,2016,UKBMS,N
2933,Tunstall Hills LNR,NZ39505410,439500,554100,1535,England,7,3,2004,2007,UKBMS,N
2934,Inkerman,NZ120400,412000,540000,2455,England,10,12,2005,2016,UKBMS,N
2935,Hedleyhope Fell,NZ14904190,414900,541900,2900,England,10,12,2005,2016,UKBMS,N
2936,Newton Hall Junction,NZ28304480,428300,544800,1722,England,7,12,2005,2016,UKBMS,N
2937,Havannah LNR,NZ220718,422000,571800,2880,England,7,11,2006,2016,UKBMS,N
2938,Stargate Ponds and Bewes Hills,NZ16406300,416400,563000,2134,England,11,10,2006,2016,UKBMS,N
2939,Morrison Busty Pit Yard,NZ17605030,417600,550300,1152,England,9,11,2006,2016,UKBMS,N
2940,Tommy-the-Miller's Field (Carlin Brae/Spring Garde,NT99105350,399100,653500,1025,England,5,11,2006,2016,UKBMS,N
2941,Brass Castle - Waldridge North,NZ25704960,425700,549600,1273,England,5,9,2006,2016,UKBMS,N
2942,Inner Farne,NU217359,421700,635900,794,England,10,1,2016,2016,UKBMS,N
2943,Bakethin Reservoir,NY63709200,363700,592000,1756,England,7,2,2007,2008,UKBMS,N
2944,West Park Nature Reserve,NZ26801660,426800,516600,1360,England,15,10,2007,2016,UKBMS,N
2945,Newton Point,NU244253,424400,625300,4360,England,12,10,2007,2016,UKBMS,N
2946,Dunstan Heughs,NU25702080,425700,620800,3100,England,10,10,2007,2016,UKBMS,N
2947,Gibside,NZ174585,417400,558500,3230,England,10,9,2008,2016,UKBMS,N
2948,Cocklawburn Dunes,NU032480,403200,648000,1450,England,5,9,2008,2016,UKBMS,N
2949,Greenabella Marsh,NZ519266,451900,526600,,England,9,1,2010,2010,UKBMS,N
2950,Wynayard Woodlands Park,NZ403239,440300,523900,1660,England,6,3,2009,2012,UKBMS,N
2952,Wynyard Woodland Park - Pickard's Meadow,NZ400273,440000,527300,1445,England,3,7,2010,2016,UKBMS,N
2953,Weetslade Country Park,NZ254724,425400,572400,2138,England,7,6,2011,2016,UKBMS,N
2954,Sherburn Railway,NZ323417,432300,541700,1190,England,9,6,2011,2016,UKBMS,N
2955,Littlewood LNR,NZ340376,434000,537600,2070,England,10,5,2011,2015,UKBMS,N
2956,North Gare - Teesmouth NNR,NZ535295,453500,529500,3032,England,9,6,2011,2016,UKBMS,N
2957,Cater House Colliery,NZ258452,425800,545200,860,England,9,6,2011,2016,UKBMS,N
2958,Milkwellburn Wood,NZ111579,411100,557900,2652,England,11,1,2012,2012,UKBMS,N
2959,Dolly's Wood,NZ101461,410100,546100,547,England,3,5,2012,2016,UKBMS,N
2960,Byerley House,NZ103442,410300,544200,324,England,2,5,2012,2016,UKBMS,N
2961,Lane Head Quarry,NY987403,398700,540300,,England,,4,2013,2016,UKBMS,N
2962,Hart to Haswell,NZ475367,447500,536700,1700,England,8,1,2013,2013,UKBMS,N
2963,RSPB Saltholme,NZ500230,450000,523000,,England,,4,2013,2016,UKBMS,N
2964,Milkwellburn Wood (2013 route),NZ107577,410700,557700,3358,England,12,1,2013,2013,UKBMS,N
2965,Bearpark Woods,NZ242433,424200,543300,1600,England,8,2,2015,2016,UKBMS,N
2967,Black Plantation,NZ137449,413700,544900,1380,England,7,3,2014,2016,UKBMS,N
2969,Gosforth Park Nature Reserve,NZ259700,425900,570000,2250,England,6,3,2014,2016,UKBMS,N
2971,"Hamsterley Forest, Euden Beck",NZ041294,404100,529400,2100,England,5,2,2015,2016,UKBMS,N
2972,Druridge Bay,NZ275965,427500,596500,1500,England,10,1,2015,2015,UKBMS,N
2973,Murton Fields,NZ329707,432900,570700,1855,England,5,2,2015,2016,UKBMS,N
2974,Horsleyhope Burn,NZ060467,406000,546700,970,England,5,2,2015,2016,UKBMS,N
2976,Nanny Mayors,NZ069470,406900,547000,1810,England,9,1,2016,2016,,N
2977,Hunting Hall Farm,NU028410,402800,641000,1300,England,5,1,2016,2016,,N
3001,Cwm Clydach,SN68400580,268400,205800,,Wales,15,7,2002,2008,UKBMS,N
3002,Greenfield Valley Nature Reserve,SJ18707640,318700,376400,300,Wales,8,12,2003,2016,UKBMS,N
3004,Trawscoed,SH84603260,284600,332600,1831,Wales,8,16,2001,2016,UKBMS,N
3005,Rushmoor garden to Landshipping Quay,SN01801110,201800,211100,2750,Wales,10,16,2001,2016,UKBMS,N
3006,Cae'n-y-coed,SH73802480,273800,324800,660,Wales,8,1,2001,2001,UKBMS,N
3007,Glasdir Picnic Site,SH73702250,273700,322500,1110,Wales,7,1,2001,2001,UKBMS,N
3008,Llanfairfechan,SH69907350,269900,373500,1850,Wales,8,15,2002,2016,UKBMS,N
3009,Somerton,SM93100050,193100,200500,2420,Wales,12,14,2002,2016,UKBMS,N
3010,Westfield Pill,SM960060,196000,206000,,Wales,9,7,1995,2002,UKBMS,N
3011,Dowrog Common,SM770268,177000,226800,4300,Wales,10,13,1991,2003,UKBMS,N
3012,"Parc Slip Nature Reserve, Tondu,",SS880840,288000,184000,4500,Wales,8,14,2003,2016,UKBMS,N
3019,Flat Holm Island,ST22106490,322100,164900,1400,Wales,10,7,2004,2011,UKBMS,N
3021,Pen-y-Gelli,SJ13707610,313700,376100,300,Wales,1,11,2004,2016,UKBMS,N
3022,Cwm Soden,SN35705770,235700,257700,,Wales,10,4,2000,2004,UKBMS,N
3023,Llandrillo Village,SJ0335,303000,335000,3100,Wales,10,1,2003,2003,UKBMS,N
3024,Llangrannog,SN31205420,231200,254200,,Wales,5,1,2000,2000,UKBMS,N
3025,Morfa Dyffryn (Benar dunes),SH57402240,257400,322400,1600,Wales,5,13,2004,2016,UKBMS,N
3026,Rhos Llawrcwrt - Single Species,SN410495,241000,249500,,Wales,11,5,1993,2000,UKBMS,N
3027,Wepre Park,SJ29406770,329400,367700,1500,Wales,6,5,2005,2009,UKBMS,N
3028,Teifi Marshes,SN180440,218000,244000,1900,Wales,10,6,2000,2005,UKBMS,N
3029,Teifi Marshes (Section 15),SN18204590,218200,245900,180,Wales,1,3,2003,2005,UKBMS,N
3030,Coed Maidie B Goddard,SN210437,221000,243700,985,Wales,6,10,2002,2011,UKBMS,N
3033,Caban Coch,SN91706400,291700,264000,1805,Wales,10,12,2002,2014,UKBMS,N
3034,Newport Wetlands,ST33408340,333400,183400,3804,Wales,6,24,1990,2016,UKBMS,N
3035,Teifi Marshes,SN18804520,218800,245200,1600,Wales,10,4,2006,2009,UKBMS,N
3036,Nine Wells,SM78702480,178700,224800,1950,Wales,9,13,2003,2016,UKBMS,N
3037,Ramsey Island,SM70502360,170500,223600,1700,Wales,11,10,2007,2016,UKBMS,N
3038,Cefn Coed & Trefechan,SO03400870,303400,208700,2950,Wales,9,6,2007,2012,UKBMS,N
3039,"Ty Mawr, Llangasty",SO12202630,312200,226300,1961,Wales,10,14,2003,2016,UKBMS,N
3040,Rhydymwym Valley Nature Reserve,SJ20806600,320800,366000,1800,Wales,7,11,2005,2016,UKBMS,N
3041,Cerrig-y-Gwaenydd,SH58303180,258300,331800,1467,Wales,8,5,2007,2011,UKBMS,N
3042,Bwlch Quarry,SO159223,315900,222300,890,Wales,10,10,2006,2016,UKBMS,N
3043,Clytha,SO36500900,336500,209000,3000,Wales,5,4,2007,2012,UKBMS,N
3044,Cwm Sere,SO03502370,303500,223700,1200,Wales,6,4,2007,2012,UKBMS,N
3045,BUTE PARK,ST170780,317000,178000,3000,Wales,10,7,2007,2016,UKBMS,N
3046,"Stackpole Warren, Stackpole NNR",SR98209450,198200,194500,3620,Wales,10,10,2007,2016,UKBMS,N
3047,Aberedw,SO07704740,307700,247400,1250,Wales,6,9,2007,2015,UKBMS,N
3048,Breakwater Country Park,SH22608330,222600,383300,1606,Wales,13,3,2007,2009,UKBMS,N
3049,Harlech Forest,SH57203270,257200,332700,2400,Wales,8,10,2007,2016,UKBMS,N
3050,Bronydd - improved grazing,SN880310,288000,231000,2575,Wales,10,4,2005,2008,UKBMS,N
3051,Bronydd - improved silage,SN880310,288000,231000,2223,Wales,10,4,2005,2008,UKBMS,N
3052,Bronydd - SNRG,SN880310,288000,231000,4000,Wales,6,4,2005,2008,UKBMS,N
3053,Cors Fochno,SN630910,263000,291000,1857,Wales,5,15,2001,2016,UKBMS,N
3054,Mill Wood,SS48808810,248800,188100,2450,Wales,14,1,2007,2007,UKBMS,N
3055,Marford Quarry,SJ336356,333600,335600,,Wales,14,5,2012,2016,UKBMS,N
3056,Lanlay,ST075755,307500,175500,1420,Wales,8,6,2008,2016,UKBMS,N
3057,Gilfach Farm,SN965715,296500,271500,2200,Wales,8,8,2008,2015,UKBMS,N
3058,Ty Mawr country park,SJ283415,328300,341500,1325,Wales,7,1,2009,2009,UKBMS,N
3059,"Hafod Garregog, Talyrni",SH605447,260500,344700,665,Wales,15,16,1996,2015,UKBMS,N
3060,"Hafod Garregog, Hafod-y-llyn",SH601447,260100,344700,317,Wales,8,16,1996,2015,UKBMS,N
3061,Mynydd Marian,SH891774,289100,377400,2090,Wales,11,10,2005,2016,UKBMS,N
3062,Bryngarw Country Park,SS905865,290500,186500,3600,Wales,13,1,2010,2010,UKBMS,N
3064,Brynprydydd,SH740229,274000,322900,5360,Wales,14,2,2011,2012,UKBMS,N
3065,Teifi Marshes 2011,SN188450,218800,245000,1231,Wales,7,3,2011,2016,UKBMS,N
3067,Calypso - Wrexham,SJ381490,338100,349000,,Wales,9,2,2012,2013,UKBMS,N
3068,Bryn Lane Wrexham Ind Estate,SJ388501,338800,350100,,Wales,10,2,2012,2013,UKBMS,N
3069,DNS Reserve_Wetland,SJ266720,326600,372000,1841,Wales,5,3,2013,2015,UKBMS,N
3070,DNS Reserve_Nature Trail,SJ281711,328100,371100,1325,Wales,5,2,2013,2014,UKBMS,N
3071,Brechfa Forest,SN503303,250300,230300,800,Wales,4,4,2013,2016,UKBMS,N
3072,Llanymynech SSSI,SJ267218,326700,321800,3900,Wales,7,4,2013,2016,UKBMS,N
3073,Silent Valley,SO188064,318800,206400,2635,Wales,15,3,2014,2016,UKBMS,N
3074,Merthyr Mawr NNR,SS867767,286700,176700,1928,Wales,6,3,2014,2016,UKBMS,N
3075,Roundton Hill,SO293949,329300,294900,2674,Wales,7,2,2015,2016,UKBMS,N
3076,St Madoc Centre,SS431936,243100,193600,1000,Wales,6,3,2014,2016,UKBMS,N
3077,Welshmoor,SS520927,252000,192700,1650,Wales,5,3,2014,2016,UKBMS,N
3078,Sand and gravel pit,SJ367521,336700,352100,2920,Wales,11,1,2015,2015,UKBMS,N
3079,Lake Vyrnwy Quarry Transect,SJ020208,302000,320800,1920,Wales,9,1,2015,2015,UKBMS,N
3080,Aberduna Nature Reserve,SJ199613,319900,361300,1000,Wales,12,2,2015,2016,UKBMS,N
3081,Shirenewton,ST485943,348500,194300,1500,Wales,8,1,2015,2015,UKBMS,N
3082,Magor Marsh (Barecroft Common),ST416862,341600,186200,3612,Wales,5,2,2015,2016,UKBMS,N
3083,Magor Marsh Nature Reserve,ST425866,342500,186600,1700,Wales,5,2,2015,2016,UKBMS,N
3084,Orielton Field Centre,SR954991,195400,199100,1000,Wales,6,2,2015,2016,UKBMS,N
3085,Great Traston Meadows,ST343846,334300,184600,1770,Wales,4,2,2015,2016,UKBMS,N
3086,Gwenffrwd Dinas,SN752461,275200,246100,1700,Wales,14,1,2015,2015,UKBMS,N
3087,WWT Llanelli Millennium Wetlands,SS535983,253500,198300,3700,Wales,10,1,2016,2016,,N
3088,Blackrock Quarry,SO219128,321900,212800,400,Wales,7,1,2016,2016,,N
3089,Central Valley,SO172081,317200,208100,1900,Wales,7,1,2016,2016,,N
3090,Borras Quarry,SJ362527,336200,352700,7000,Wales,8,1,2016,2016,,N
3091,Sychpant,SN044352,204400,235200,1470,Wales,7,1,2016,2016,,N
3092,Gogarth,SH760831,276000,383100,591,Wales,3,1,2016,2016,,N
3093,Rhiwledyn,SH813821,281300,382100,1003,Wales,7,1,2016,2016,,N
3094,Bryn Pydew,SH818798,281800,379800,700,Wales,4,1,2016,2016,,N
3095,Whitford Burrows,SS443945,244300,194500,3234,Wales,12,1,2016,2016,,N
3096,Magor Marsh -Barecroft 2016 onwards,ST415863,341500,186300,2000,Wales,3,1,2016,2016,,N
3101,Minsmere,TM46906710,646900,267100,3250,England,15,27,1988,2016,UKBMS,N
3102,Spring Lane,TL84606510,584600,265100,1165,England,4,17,2000,2016,UKBMS,N
3103,Fynn Valley,TM20504820,620500,248200,6840,England,15,9,2000,2009,UKBMS,N
3104,Bradfield Woods,TL93505810,593500,258100,6020,England,12,13,2003,2015,UKBMS,N
3106,Elveden Center Parcs,TL800806,580000,280600,4690,England,11,18,1996,2016,UKBMS,N
3107,Purple Hairstreak at Bradfield Woods,TL93505750,593500,257500,800,England,6,12,2004,2015,UKBMS,N
3108,Barham Picnic Site,TM12405120,612400,251200,1690,England,8,2,2005,2006,UKBMS,N
3109,Upper Abbey Farm,TM45306380,645300,263800,1000,England,11,13,2004,2016,UKBMS,N
3110,Wolves Wood,TM05504400,605500,244000,1580,England,8,13,2004,2016,UKBMS,N
3111,Newsons Farm,TL93305490,593300,254900,725,England,5,12,2005,2016,UKBMS,N
3112,Combs Wood,TM05605710,605600,257100,700,England,8,4,2006,2009,UKBMS,N
3113,Tythe Farm,TM27107770,627100,277700,790,England,6,10,2006,2015,UKBMS,N
3114,Alton Water,TM14903570,614900,235700,1565,England,5,11,2006,2016,UKBMS,N
3115,Ramsey & Hintlesham Wood,TM06704320,606700,243200,730,England,5,11,2006,2016,UKBMS,N
3116,"Manor Farm, Coddenham",TM13105430,613100,254300,1600,England,11,12,2005,2016,UKBMS,N
3117,Landguard,TM28403190,628400,231900,850,England,6,2,2006,2007,UKBMS,N
3118,Minsmere (Silver-studded Blue),TM465685,646500,268500,,England,12,2,2007,2008,UKBMS,N
3119,Blaxhall Common Silver-studded Blue,TM37905670,637900,256700,930,England,8,9,2008,2016,UKBMS,N
3120,Newsons Farm extension,TL931550,593100,255000,250,England,1,22,1995,2016,UKBMS,N
3121,Arger Fen,TL931352,593100,235200,1868,England,6,4,2010,2013,UKBMS,N
3122,Dunwich Forest 1,TM456726,645600,272600,3100,England,9,7,2010,2016,UKBMS,N
3123,Dunwich Forest 2,TM468717,646800,271700,2855,England,11,7,2010,2016,UKBMS,N
3124,Nowton Country Park,TL865621,586500,262100,2265,England,9,7,2010,2016,UKBMS,N
3125,Black Heath,TM427749,642700,274900,1000,England,1,7,2010,2016,UKBMS,N
3126,RSPB Lakenheath Fen,TL722864,572200,286400,,England,7,1,2012,2012,UKBMS,N
3127,Knettishall Heath 1,TL951804,595100,280400,321,England,14,2,2014,2016,UKBMS,N
3128,Purdis Heath,TM212425,621200,242500,,England,8,4,2013,2016,UKBMS,N
3129,Sizewell Belts,TM461637,646100,263700,,England,,4,2013,2016,UKBMS,N
3130,Minsmere SSB (new),TM455690,645500,269000,828,England,5,1,2015,2015,UKBMS,N
3131,Dunwich Forest SSB,TM460700,646000,270000,,England,3,1,2015,2015,UKBMS,N
3132,Lackford Lakes,TL800706,580000,270600,1391,England,7,1,2016,2016,,N
3202,The Chase (Dagenham),TQ51508550,551500,185500,3943,England,,4,1997,2000,UKBMS,N
3203,Dunton Hill,TQ66308780,566300,187800,453,England,6,2,1999,2000,UKBMS,N
3208,Langdon Hills -Knightsfield,TQ68808760,568800,187600,525,England,6,4,1999,2002,UKBMS,N
3209,Langdon Hills -Little Lodge Field,TQ68808740,568800,187400,611,England,8,4,1999,2002,UKBMS,N
3211,"Countryside Restoration Land, Barton",TL41505500,541500,255000,,England,7,18,1999,2016,UKBMS,N
3212,Westfield Farm (Countryside Restoration Trust),TL37805490,537800,254900,2850,England,9,15,2002,2016,UKBMS,N
3213,Hawkwood Nursery,TQ38109570,538100,195700,600,England,6,7,2002,2008,UKBMS,N
3214,Cotom countryside reserve,TL41305800,541300,258000,2100,England,12,10,2003,2014,UKBMS,N
3215,"Devil's Dyke, near Newmarket",TL61206200,561200,262000,1150,England,3,13,2003,2016,UKBMS,N
3216,Gunners Park Shoeburyness,TQ93208450,593200,184500,2780,England,6,2,2003,2004,UKBMS,N
3217,"Moverons, near Brightlingsea",TM06501850,606500,218500,6000,England,6,2,2003,2004,UKBMS,N
3218,"Vange Hill, Basildon",TQ720875,572000,187500,1105,England,9,1,2003,2003,UKBMS,N
3219,Werrington railway verge,TF160030,516000,303000,1000,England,3,3,2001,2003,UKBMS,N
3220,Abbotts Hall Farm,TL96301460,596300,214600,2250,England,10,15,2002,2016,UKBMS,N
3221,"Grange Farm, Benwick",TL32509250,532500,292500,865,England,7,1,2003,2003,UKBMS,N
3223,"d'Engaynes Fen, Quy",TL51305940,551300,259400,1300,England,4,3,2004,2006,UKBMS,N
3224,Addenbrookes - Nine Wells Wood,TL46205460,546200,254600,2300,England,10,1,2004,2004,UKBMS,N
3225,"Ivy Farm, Swaffham Prior",TL570644,557000,264400,1650,England,5,1,2004,2004,UKBMS,N
3226,Hatfield Forest,TL530200,553000,220000,2265,England,13,9,2008,2016,UKBMS,N
3227,Leigh Marshes,TQ820850,582000,185000,,England,8,1,2003,2003,UKBMS,N
3228,"Hillcrest Avenue, Langdon N.R.",TQ66408740,566400,187400,,England,8,1,1999,1999,UKBMS,N
3229,Little Paxton Gravel Pits,TL200640,520000,264000,2117,England,7,5,2005,2009,UKBMS,N
3230,Belton Hills LNR,TQ820850,582000,185000,1865,England,10,3,2005,2007,UKBMS,N
3231,Brampton Wood,TL18506980,518500,269800,2950,England,8,13,2004,2016,UKBMS,N
3232,Cambourne,TL31805970,531800,259700,900,England,8,11,2005,2016,UKBMS,N
3233,Danbury Country Park,TL76900480,576900,204800,1728,England,10,8,2005,2012,UKBMS,N
3234,Hardwick Wood,TL350570,535000,257000,1555,England,11,11,2005,2016,UKBMS,N
3235,Hadleigh Great Wood and Dodd's Grove SSSI,TQ8287,582000,187000,2630,England,10,9,2005,2016,UKBMS,N
3236,"Wetlands NR, Genome Campus, Hinxton",TL490440,549000,244000,500,England,4,6,2005,2015,UKBMS,N
3237,Fleam Dyke,TL53705570,553700,255700,2250,England,8,10,2007,2016,UKBMS,N
3238,Abbotts Hall Farm 2,TL95801440,595800,214400,1560,England,7,11,2006,2016,UKBMS,N
3239,Granta Park,TL52504900,552500,249000,975,England,4,10,2006,2015,UKBMS,N
3242,Thrift Wood  Bicknacre,TL79200180,579200,201800,2040,England,8,9,2007,2015,UKBMS,N
3243,Roman Road,TL52705200,552700,252000,3225,England,8,10,2007,2016,UKBMS,N
3244,Hatfield Forest 5320,TL535200,553500,220000,2815,England,13,9,2008,2016,UKBMS,N
3245,Hatfield Forest TR5420,TL545205,554500,220500,1630,England,11,4,2008,2011,UKBMS,N
3248,Sandford Mill,TL738061,573800,206100,,England,8,4,2004,2009,UKBMS,N
3249,Devils Dyke Stetchworth estate 2,TL622612,562200,261200,1100,England,4,1,2009,2009,UKBMS,N
3250,Great Warley,TQ574910,557400,191000,2020,England,15,8,2009,2016,UKBMS,N
3251,Orwell Clunch Pit,TL362523,536200,252300,1050,England,11,7,2008,2016,UKBMS,N
3252,"Ramsey Island, Essex",TL942060,594200,206000,1755,England,15,8,2009,2016,UKBMS,N
3253,Fairmead,TQ404959,540400,195900,3640,England,15,8,2009,2016,UKBMS,N
3254,Fernhills,TQ392973,539200,197300,2880,England,14,8,2009,2016,UKBMS,N
3255,Woodford Golf Course,TQ399938,539900,193800,3050,England,13,8,2009,2016,UKBMS,N
3256,Lee Valley Waterworks,TQ363871,536300,187100,1625,England,9,9,2008,2016,UKBMS,N
3257,Wicken Fen Plantation,TL560710,556000,271000,905,England,8,7,2010,2016,UKBMS,N
3258,Benfleet Downs,TQ783857,578300,185700,1610,England,8,7,2010,2016,UKBMS,N
3259,Swaines Green Epping,TL455026,545500,202600,2757,England,6,6,2011,2016,UKBMS,N
3260,Hockley Woods,TQ837917,583700,191700,1950,England,12,6,2011,2016,UKBMS,N
3261,Cornmill Tree Park,TL380015,538000,201500,1800,England,6,11,2005,2016,UKBMS,N
3262,Gunpowder Park,TQ385994,538500,199400,3780,England,10,13,2004,2016,UKBMS,N
3263,Langdon Hillcrest,TQ663875,566300,187500,1270,England,14,6,2011,2016,UKBMS,N
3264,Langdon Lake & Meadows,TQ662878,566200,187800,920,England,13,6,2011,2016,UKBMS,N
3265,Willow Park,TQ688872,568800,187200,3400,England,15,6,2011,2016,UKBMS,N
3266,Hatfield Forest 5318,TL535185,553500,218500,2965,England,12,6,2011,2016,UKBMS,N
3267,Barking Riverside,TQ472821,547200,182100,3100,England,6,1,2011,2011,UKBMS,N
3268,Woodwalton Marsh,TL212813,521200,281300,,England,1,5,2012,2016,UKBMS,N
3269,Lee Valley Turnford,TL368043,536800,204300,1830,England,8,3,2012,2016,UKBMS,N
3271,Belfairs Park Woodland,TQ829876,582900,187600,,England,,4,2013,2016,UKBMS,N
3272,Lee Valley - Walthamstow Marshes,TQ352875,535200,187500,3140,England,7,4,2013,2016,UKBMS,N
3273,Hinchingbrooke Country Park,TL218716,521800,271600,2135,England,9,3,2013,2016,UKBMS,N
3274,Belfairs Park Golf Course,TQ832872,583200,187200,2480,England,7,3,2014,2016,UKBMS,N
3276,Strawberry Hill,TQ412964,541200,196400,1439,England,13,3,2014,2016,UKBMS,N
3277,Yardley Hill,TQ382959,538200,195900,1692,England,12,3,2014,2016,UKBMS,N
3279,Hampton Nature Reserve,TL164945,516400,294500,4775,England,10,2,2015,2016,UKBMS,N
3280,Canvey Wick SSSI,TQ766833,576600,183300,2500,England,7,1,2015,2015,UKBMS,N
3281,Church Lane LNR,TL495046,549500,204600,990,England,7,2,2015,2016,UKBMS,N
3282,Pheasanthouse Farm EssexWT,TL786069,578600,206900,1750,England,8,2,2015,2016,UKBMS,N
3283,Layer Breton Heath,TL945186,594500,218600,980,England,8,2,2015,2016,UKBMS,N
3284,Bobbingworth NR,TL536064,553600,206400,1515,England,7,2,2015,2016,UKBMS,N
3285,RSPB Fen Drayton Lakes,TL342699,534200,269900,1830,England,6,1,2015,2015,UKBMS,N
3286,Tiptree Heath,TL884147,588400,214700,1745,England,10,1,2015,2015,UKBMS,N
3287,Stebbing Green and adjacent meadow,TL683233,568300,223300,979,England,8,2,2015,2016,UKBMS,N
3290,Chafford Gorges Nature Park Grays Gorge,TQ605789,560500,178900,1476,England,8,1,2016,2016,,N
3291,LBCP - Woodland and Lakes,TQ581826,558100,182600,1334,England,8,1,2016,2016,,N
3292,LBCP - East and North Field,TQ583827,558300,182700,1960,England,6,1,2016,2016,,N
3293,Phyllis Currie Reserve,TL721181,572100,218100,2420,England,1,1,2016,2016,,N
3294,Highams Park Lake,TQ392919,539200,191900,1250,England,8,1,2016,2016,,N
3295,Boardwalks Nature Reserve,TL176983,517600,298300,3150,England,6,1,2016,2016,,N
3300,Stow Bedon Common,TL960957,596000,295700,4600,England,11,12,2002,2013,UKBMS,N
3301,Mousehold Heath,TG24401030,624400,310300,2000,England,11,13,2003,2016,UKBMS,N
3302,"UEA, Norwich",TG18900750,618900,307500,1650,England,8,2,2002,2003,UKBMS,N
3303,Blakeney Point,TF999461,599900,346100,2700,England,10,9,2008,2016,UKBMS,N
3305,Winterton Dunes,TG491208,649100,320800,2170,England,8,9,2008,2016,UKBMS,N
3306,Strumpshaw Fen TG341065,TG340065,634000,306500,1904,England,8,9,2008,2016,UKBMS,N
3308,Sculthorpe Moor 1,TF899301,589900,330100,,England,6,2,2013,2014,UKBMS,N
3309,Roydon Common,TF679226,567900,322600,2630,England,7,8,2009,2016,UKBMS,N
3311,Narborough Railway Line,TF753114,575300,311400,1570,England,11,4,2009,2016,UKBMS,N
