Administrative port,Home port,Port letters and numbers,Vessel name,Registry of Shipping and Seamen number,Licence number,Fish producer organisation,Overall length,Registered tonnage,Engine power,Vessel capacity units,Year built,Hull,Country of construction,Licence Category,Shellfish  licence (Y/N),Scallop licence (Y/N)
FRASERBURGH,GARDENSTOWN,BF50,RESOLUTE,C17961,41552,SCOTTISH FISHERMENS ORGANISATION,64,1759,4500,2857,2003,S,NOR,OVER 10 METRE,N,N
FRASERBURGH,GARDENSTOWN,FR151,LYNDEN II,A13221,40141,NORTHERN PRODUCERS ORGANISATION LTD,26.23,168,596,443.941,1976,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,GARDENSTOWN,FR156,ENDEAVOUR,C17373,40980,SCOTTISH FISHERMENS ORGANISATION,16.77,116,358,273.627,2001,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,GARDENSTOWN,FR245,SHAMARIAH,B11132,40422,SCOTTISH FISHERMENS ORGANISATION,22.07,140.24,373,315.278,1989,W,GBR,OVER 10 METRE,N,N
FRASERBURGH,GARDENSTOWN,FR285,EL-SHADDAI,A11392,41067,SCOTTISH FISHERMENS ORGANISATION,16,90,271,223.39,1987,W,GBR,OVER 10 METRE,N,N
FRASERBURGH,GARDENSTOWN,UL335,EXODUS,A11229,44193,NON-SECTOR,11.19,9.97,80,81.991,1974,W,UNK,OVER 10 METRE,Y,N
FRASERBURGH,MACDUFF,BF1,ENTERPRISE II,C16778,40905,SCOTTISH FISHERMENS ORGANISATION,26,421,718,562.3,1999,S,GBR,DEEP SEA SPECIES,N,N
FRASERBURGH,MACDUFF,BF1,ENTERPRISE II,C16778,40905,SCOTTISH FISHERMENS ORGANISATION,26,421,718,562.3,1999,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,MACDUFF,BF24,SERENITY,B12041,44736,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,20.85,158,328,290.631,1991,W,GBR,OVER 10 METRE,N,N
FRASERBURGH,MACDUFF,BF296,CHARISMA,A10833,40095,SCOTTISH FISHERMENS ORGANISATION,14.11,32.25,193,162.903,1981,W,GBR,OVER 10 METRE,N,N
FRASERBURGH,MACDUFF,BF505,GENESIS,B13883,40458,SCOTTISH FISHERMENS ORGANISATION,27.47,362,731,563.544,1993,S,GBS,DEEP SEA SPECIES,N,N
FRASERBURGH,MACDUFF,BF505,GENESIS,B13883,40458,SCOTTISH FISHERMENS ORGANISATION,27.47,362,731,563.544,1993,S,GBS,OVER 10 METRE,N,N
FRASERBURGH,MACDUFF,BF64,JUST REWARD,B10887,42143,WEST OF SCOTLAND FPO LTD,14,31.97,269,194.55,1989,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,MACDUFF,BF74,SEAGULL,B14307,40514,SCOTTISH FISHERMENS ORGANISATION,27.41,349,709,552.583,,S,GBS,DEEP SEA SPECIES,N,N
FRASERBURGH,MACDUFF,BF74,SEAGULL,B14307,40514,SCOTTISH FISHERMENS ORGANISATION,27.41,349,709,552.583,,S,GBS,OVER 10 METRE,N,N
FRASERBURGH,MACDUFF,BF803,CARINA,B14488,40749,SCOTTISH FISHERMENS ORGANISATION,25.93,335,745,547.876,1996,S,GBR,DEEP SEA SPECIES,N,N
FRASERBURGH,MACDUFF,BF803,CARINA,B14488,40749,SCOTTISH FISHERMENS ORGANISATION,25.93,335,745,547.876,1996,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,MACDUFF,BF843,SHALANNA,C17269,42022,THE FIFE FPO LTD,19.9,195,521,379.72,2001,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,MACDUFF,BF89,AQUARIUS,B14229,40931,SCOTTISH FISHERMENS ORGANISATION,20.8,189,600,428.08,1994,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,PETERHEAD,BF206,SARDONYX II,B13709,44761,SCOTTISH FISHERMENS ORGANISATION,18.38,119,373,288.79,1993,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,PORTAVOGIE,FR891,GOOD HOPE,A10755,10061,CORNISH FPO LTD,20.4,170,328,288.156,1987,W,GBR,OVER 10 METRE,N,N
FRASERBURGH,PORTSOY,BF85,OCEAN CHALLENGE,C17121,41213,SCOTTISH FISHERMENS ORGANISATION,21.3,202,554,406.92,2000,W,GBR,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,BCK126,ZARA ANNABEL,A23327,42095,THE FIFE FPO LTD,26.24,121,441,369.01,1968,S,NLD,OVER 10 METRE,N,Y
FRASERBURGH,UNKNOWN,BCK21,BLUE SKY,A23004,11075,SCOTTISH FISHERMENS ORGANISATION,13.4,27.66,149,135.39,1985,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,BCK6,SUMMERTON,A18002,44649,SCOTTISH FISHERMENS ORGANISATION,13.58,47.29,198,161.074,1988,S,GBR,CATEGORY A,N,Y
FRASERBURGH,UNKNOWN,BCK81,KESTREL,A10572,40914,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,30.2,180,745.09,546.69,1973,S,UNK,OVER 10 METRE,N,Y
FRASERBURGH,UNKNOWN,BF326,VENTURE III,C21004,42165,SCOTTISH FISHERMENS ORGANISATION,29.8,498,1060,789.9,2017,S,GBR,DEEP SEA SPECIES,N,N
FRASERBURGH,UNKNOWN,BF326,VENTURE III,C21004,42165,SCOTTISH FISHERMENS ORGANISATION,29.8,498,1060,789.9,2017,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,BF340,STEADFAST HOPE,C20910,42087,SCOTTISH FISHERMENS ORGANISATION,24,235,493,399.93,2016,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,BF83,AUDACIOUS,C21134,42419,ABERDEEN FPO LTD,27.8,348,578,499.18,2018,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,FR10,RADIANT,B10271,40403,NON-SECTOR,16.7,46,220,189.013,1975,S,GBR,OVER 10 METRE,N,Y
FRASERBURGH,UNKNOWN,FR100,ACHIEVE,C21138,42356,SCOTTISH FISHERMENS ORGANISATION,24,224,559,432.03,2018,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,FR120,AMARYHA,A10112,11885,WEST OF SCOTLAND FPO LTD,14.9,28.4,120.00,128.5,1960,W,GBR,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,FR143,REBECCA,C20844,41986,SCOTTISH FISHERMENS ORGANISATION,24,235,493,399.93,2015,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,FR366,HARVEST MOON,B10117,41226,SCOTTISH FISHERMENS ORGANISATION,22.36,180,459,356.586,1988,S,,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,FR372,MALUKA,C20772,41858,WEST OF SCOTLAND FPO LTD,16.3,65,316,226.96,1985,S,,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,FR699,ALTA,A16751,44640,WEST OF SCOTLAND FPO LTD,12.94,24.89,122,110.542,1970,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,FR809,ARTEMIS,A11530,12093,ANGLO-SCOTTISH FPO LTD,23.13,131,403,329.382,1978,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,FR86,DAYSTAR,C20868,42084,SCOTTISH FISHERMENS ORGANISATION,24.03,242,480,403.915,2016,S,,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,FR95,AQUARIUS,C19259,42097,THE FIFE FPO LTD,20.4,112,368,302.484,1983,S,FRA,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,INS140,GEORGIA DAWN,C18554,41087,NORTH SEA FISHERMENS ORGANISATION LTD,18,102,403,303.75,2005,S,GBR,OVER 10 METRE,N,Y
FRASERBURGH,UNKNOWN,INS353,ROSEBLOOM,C20803,41983,SCOTTISH FISHERMENS ORGANISATION,28,306,578,489.7,2015,S,DNK,EXTERNAL WATERS: IOTC,N,N
FRASERBURGH,UNKNOWN,INS353,ROSEBLOOM,C20803,41983,SCOTTISH FISHERMENS ORGANISATION,28,306,578,489.7,2015,S,DNK,OVER 10 METRE,N,N
FRASERBURGH,UNKNOWN,KY43,ETERNAL FRIEND,C19468,41643,NORTH SEA FISHERMENS ORGANISATION LTD,24,156,221,260.25,1990,S,NLD,OVER 10 METRE,N,Y
FRASERBURGH,UNKNOWN,PD1023,NATALIE B,C16633,40885,NON-SECTOR,23.07,146.51,500,386.49,1999,S,GBR,OVER 10 METRE,N,Y
FRASERBURGH,UNKNOWN,PD345,LEANNE,A14225,41028,SCOTTISH FISHERMENS ORGANISATION,23.38,145,500,383.984,1981,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,WHITEHILLS,BF362,NORLAN,C16360,40903,SCOTTISH FISHERMENS ORGANISATION,24.8,309,741,536.81,1999,S,GBR,DEEP SEA SPECIES,N,N
FRASERBURGH,WHITEHILLS,BF362,NORLAN,C16360,40903,SCOTTISH FISHERMENS ORGANISATION,24.8,309,741.00,536.81,1999,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,WHITEHILLS,FR54,FISHER BOYS,A10721,40542,SCOTTISH FISHERMENS ORGANISATION,20.26,139,298,275.92,1986,W,GBR,OVER 10 METRE,N,N
GRIMSBY,BOSTON,BN19,SOVEREIGN,B11092,10208,NON-SECTOR,10.9,16.83,95,88.53,1989,S,GBR,CATEGORY C,Y,N
GRIMSBY,BOSTON,BN190,KATHRYN JAMES,B14590,11716,NON-SECTOR,13.52,20.66,134,125.331,1996,S,GBR,CATEGORY C,N,N
GRIMSBY,BOSTON,BN428,ITSIE BITSIE,C17115,10562,NON-SECTOR,10.55,9.53,130,103.865,2000,S,GBR,CATEGORY A,N,N
GRIMSBY,BOSTON,BN438,PATRICIA B,C17932,11883,NON-SECTOR,13.94,21.53,201,159.453,2003,S,GBR,CATEGORY C,N,
GRIMSBY,BOSTON,BN67,INTREPID,B10867,11596,NON-SECTOR,11.2,12.08,91,87.99,1989,S,GBR,CATEGORY C,Y,N
GRIMSBY,BOSTON,BN80,LUCY MARIE,C16842,11813,NON-SECTOR,13.3,27.7,182,145.74,1999,S,GBR,CATEGORY C,Y,N
GRIMSBY,BOSTON,BN84,MAGGIE S,B11948,11453,NON-SECTOR,10.88,12.15,134,104.908,1989,S,GBR,CATEGORY A,N,N
GRIMSBY,BOSTON,BN86,VICKY ELLEN,B13034,11501,NON-SECTOR,13.38,25.59,164,140.566,1992,S,GBR,CATEGORY C,N,N
GRIMSBY,BOSTON,LO243,JOBERT,A18686,10711,NON-SECTOR,11.75,10.3,90,85.972,1979,S,GBR,CATEGORY A,N,N
GRIMSBY,BOSTON,LO58,KATHERINE,A18631,10695,NON-SECTOR,12.3,17.17,147,117.441,1987,S,GBR,CATEGORY C,N,N
GRIMSBY,BOSTON,WY133,CHALLENGE A,A24129,11166,NON-SECTOR,10.67,10.53,103,84.975,1974,W,GBR,CATEGORY A,N,N
GRIMSBY,GRIMSBY,BN2,SEA DOG,C19439,41095,NON-SECTOR,13.92,22.94,134,129.204,2008,S,GBR,CATEGORY C,Y,N
GRIMSBY,GRIMSBY,BN3,RUBY DOO,C20526,12613,NON-SECTOR,13.96,35.8,221,181.535,2014,S,GBR,CATEGORY A,N,Y
GRIMSBY,GRIMSBY,BN39,MERLIN,C19272,44709,NON-SECTOR,11.98,14.81,170,132.327,2007,S,GBR,CATEGORY A,N,N
GRIMSBY,GRIMSBY,BN445,SEVEN SISTERS,C19192,11427,NON-SECTOR,13.86,21.89,204,159.853,2007,S,GBR,CATEGORY A,N,N
GRIMSBY,GRIMSBY,BN5,TRACEY ELAINE,C19048,11977,NON-SECTOR,13.9,29.08,189,152.326,2007,S,GBR,CATEGORY C,Y,N
GRIMSBY,GRIMSBY,GY25,JUBILEE SPIRIT,C16090,11761,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,21.2,178,347,302.43,1997,S,,CATEGORY A,N,N
GRIMSBY,GRIMSBY,GY388,KESTREL,A24179,12930,NON-SECTOR,18.25,80,298,245.607,1982,S,UNK,CATEGORY C,Y,N
GRIMSBY,GRIMSBY,GY900,JUBILEE QUEST,C19580,12018,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,21.67,195,448,353.29,2009,S,GBR,CATEGORY A,N,N
GRIMSBY,GRIMSBY,GY903,JUBILEE PRIDE,C20122,12182,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,17.76,47,145,150.853,1979,W,DNK,CATEGORY A,N,Y
GRIMSBY,GRIMSBY,H110,NORMA MARY,C19717,12205,THE FPO LTD,73.4,2342,3280,2430.2,1989,S,FRO,CATEGORY A,N,N
GRIMSBY,GRIMSBY,H110,NORMA MARY,C19717,12205,THE FPO LTD,73.4,2342,3280,2430.2,1989,S,FRO,EXTERNAL WATERS:  NEAFC,N,N
GRIMSBY,GRIMSBY,H110,NORMA MARY,C19717,12205,THE FPO LTD,73.4,2342,3280,2430.2,1989,S,FRO,EXTERNAL WATERS:  NORWEGIAN WATERS,N,N
GRIMSBY,GRIMSBY,H110,NORMA MARY,C19717,12205,THE FPO LTD,73.4,2342,3280,2430.2,1989,S,FRO,EXTERNAL WATERS:  SPITZBERGEN AND BEAR ISLAND,N,N
GRIMSBY,GRIMSBY,H119,FALCON,A12111,44352,CORNISH FPO LTD,25.9,213,511,420.315,1985,S,GBR,CATEGORY A,N,N
GRIMSBY,GRIMSBY,H216,CASTLEWOOD,A11809,40173,NORTHERN IRELAND FPO LTD,25.91,195,511,417.797,1978,S,GBR,CATEGORY A,N,N
GRIMSBY,GRIMSBY,H225,NORTHERN JOY,C21022,12852,NORTH ATLANTIC FISH PRODUCERS ORGANISATION LTD,44.14,556,1471,1059.21,1993,S,NLD,CATEGORY A,N,N
GRIMSBY,GRIMSBY,H292,COURAGEOUS III,A11820,44336,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,25.94,177,462,398.559,1980,S,DNK,CATEGORY A,N,N
GRIMSBY,GRIMSBY,H332,ATTAIN II,A13338,44555,CORNISH FPO LTD,26,172,616,464.4,1979,U,GBR,CATEGORY A,N,N
GRIMSBY,GRIMSBY,H347,OCEAN DAWN,A13191,44511,NORTHERN IRELAND FPO LTD,26.5,224,619,473.325,1987,S,GBR,CATEGORY A,N,N
GRIMSBY,GRIMSBY,H360,GUIDING STAR,C20432,12460,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,26.01,261,480,418.878,2013,S,GBR,CATEGORY A,N,N
GRIMSBY,GRIMSBY,LN475,SUNNY MORN,C18746,11458,NON-SECTOR,13.98,22.26,210,163.002,2005,S,GBR,CATEGORY C,N,Y
GRIMSBY,GRIMSBY,LN478,ANA MARIA,C19421,12203,NON-SECTOR,13.28,27.3,212,174.15,2008,S,GBR,CATEGORY A,Y,Y
GRIMSBY,GRIMSBY,LN479,FIRECREST,C19505,10687,NON-SECTOR,11.07,7.85,57,63.288,1989,S,GBR,CATEGORY B ,N,N
GRIMSBY,GRIMSBY,LN483,AUDRINA,C19757,12229,NON-SECTOR,13.65,29.95,216.34,176.523,2009,S,GBR,CATEGORY C,N,Y
GRIMSBY,GRIMSBY,LN486,AUDREY PATRICIA,C20438,41034,NON-SECTOR,13.94,30.31,216,166.482,2008,S,GBR,CATEGORY A,Y,N
GRIMSBY,HULL,BN23,JAIME LOUISE,B13380,10291,NON-SECTOR,10.05,7.49,63,64.329,1992,S,GBR,CATEGORY C,N,N
GRIMSBY,HULL,H135,FARNELLA,C16926,11820,THE FPO LTD,40.2,667,1880,1268.1,2000,S,GBR,CATEGORY A,N,N
GRIMSBY,HULL,H135,FARNELLA,C16926,11820,THE FPO LTD,40.2,667,1880,1268.1,2000,S,GBR,DEEP SEA SPECIES,N,N
GRIMSBY,HULL,H135,FARNELLA,C16926,11820,THE FPO LTD,40.2,667,1880,1268.1,2000,S,GBR,EXTERNAL WATERS:  NORWEGIAN WATERS,N,N
GRIMSBY,HULL,H135,FARNELLA,C16926,11820,THE FPO LTD,40.2,667,1880,1268.1,2000,S,GBR,EXTERNAL WATERS:  SPITZBERGEN AND BEAR ISLAND,N,N
GRIMSBY,IJMUIDEN,H171,CORNELIS VROLIJK FZN,C19669,11957,NORTH ATLANTIC FISH PRODUCERS ORGANISATION LTD,113.97,5579,7117,5140.14,1988,S,NLD,ATLANTO-SCANDIAN HERRING - NORWEGIAN WATERS,N,N
GRIMSBY,IJMUIDEN,H171,CORNELIS VROLIJK FZN,C19669,11957,NORTH ATLANTIC FISH PRODUCERS ORGANISATION LTD,113.97,5579,7117,5140.14,1988,S,NLD,BLUE WHITING,N,N
GRIMSBY,IJMUIDEN,H171,CORNELIS VROLIJK FZN,C19669,11957,NORTH ATLANTIC FISH PRODUCERS ORGANISATION LTD,113.97,5579,7117,5140.14,1988,S,NLD,CATEGORY A (PELAGIC FREEZER),N,N
GRIMSBY,IJMUIDEN,H171,CORNELIS VROLIJK FZN,C19669,11957,NORTH ATLANTIC FISH PRODUCERS ORGANISATION LTD,113.97,5579,7117,5140.14,1988,S,NLD,CATEGORY A (PELAGIC),N,N
GRIMSBY,IJMUIDEN,H171,CORNELIS VROLIJK FZN,C19669,11957,NORTH ATLANTIC FISH PRODUCERS ORGANISATION LTD,113.97,5579,7117,5140.14,1988,S,NLD,EXTERNAL WATERS:  ATLANTO-SCANDIAN HERRING,N,N
GRIMSBY,IJMUIDEN,H171,CORNELIS VROLIJK FZN,C19669,11957,NORTH ATLANTIC FISH PRODUCERS ORGANISATION LTD,113.97,5579,7117,5140.14,1988,S,NLD,EXTERNAL WATERS:  MAURITANIA,N,N
GRIMSBY,IJMUIDEN,H171,CORNELIS VROLIJK FZN,C19669,11957,NORTH ATLANTIC FISH PRODUCERS ORGANISATION LTD,113.97,5579,7117,5140.14,1988,S,NLD,EXTERNAL WATERS:  NEAFC,N,N
GRIMSBY,IJMUIDEN,H171,CORNELIS VROLIJK FZN,C19669,11957,NORTH ATLANTIC FISH PRODUCERS ORGANISATION LTD,113.97,5579,7117,5140.14,1988,S,NLD,EXTERNAL WATERS:  NORWEGIAN WATERS,N,N
GRIMSBY,KINGS LYNN,LN119,JUSTINE MARIE,B10773,11322,NON-SECTOR,13.47,16.1,186,145.931,1988,S,GBR,CATEGORY C,N,N
GRIMSBY,KINGS LYNN,LN126,BOY NEIL,A18530,10673,NON-SECTOR,11.92,20.59,134,111.556,1981,S,GBR,CATEGORY A,N,N
GRIMSBY,KINGS LYNN,LN129,BOY STEVEN,A18531,10674,NON-SECTOR,11.83,16.19,134,107.857,1978,S,GBR,CATEGORY A,N,N
GRIMSBY,KINGS LYNN,LN161,WASH PRINCESS,B13098,11938,NON-SECTOR,13.1,19.95,203,154.23,1992,S,GBR,CATEGORY A,N,N
GRIMSBY,KINGS LYNN,LN175,LYNN PRINCESS,B10756,11319,NON-SECTOR,16.81,25,134,145.359,,S,NLD,CATEGORY C,N,Y
GRIMSBY,KINGS LYNN,LN20,SEA SWALLOW,A18454,10656,NON-SECTOR,17.6,35,223,189.23,1967,S,DEU,CATEGORY C,N,Y
GRIMSBY,KINGS LYNN,LN22,SEAGULL,A18456,11935,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,17.2,38,221,185.794,1968,S,GBR,CATEGORY A,N,Y
GRIMSBY,KINGS LYNN,LN458,TWO MARKS,C16631,11865,NON-SECTOR,13.98,22.98,221,169.21,1999,S,NLD,CATEGORY C,Y,N
GRIMSBY,KINGS LYNN,LN465,JOHN WILLY,C17332,11934,NON-SECTOR,13.77,23.66,221,166.648,2001,S,GBR,CATEGORY C,N,N
GRIMSBY,KINGS LYNN,LN466,CHARLOTTE,C17386,11847,NON-SECTOR,13.6,28.29,220,177.88,2001,S,GBR,CATEGORY C,Y,Y
GRIMSBY,KINGS LYNN,LN468,JOLENE,C17628,12222,NON-SECTOR,11.92,22.97,221,168.586,2002,S,GBR,CATEGORY C,Y,Y
GRIMSBY,KINGS LYNN,LN471,PAMELA MARY,C17936,12669,NON-SECTOR,11.85,14.16,112,104.081,2002,S,GBR,CATEGORY C,Y,Y
GRIMSBY,KINGS LYNN,LN474,GEORGIE FISHER,C18577,11880,NON-SECTOR,13.9,22.89,221,167.421,2005,S,GBR,CATEGORY C,Y,
GRIMSBY,KINGS LYNN,LN487,TESSA,C20579,12564,NON-SECTOR,13.49,30.1,219,179.355,2014,S,GBR,CATEGORY C,N,Y
GRIMSBY,KINGS LYNN,LN6,LUCKY LUKE,C17087,12561,NON-SECTOR,13.71,25.79,194,166.407,2000,S,POR,CATEGORY C,N,N
GRIMSBY,KINGS LYNN,LN84,ELIZABETH MARY,B11268,11387,NON-SECTOR,10.55,5.01,75,70.675,1974,S,,CATEGORY A,N,N
GRIMSBY,KINGS LYNN,LN91,PORTUNUS,A18509,11872,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,17.65,46,221,200.055,1983,S,NLD,CATEGORY A,Y,N
GRIMSBY,UNKNOWN,BR116,GALWAD Y MOR,C19169,40858,NON-SECTOR,14.88,63.23,261,209.706,2007,S,GBR,CATEGORY C,Y,Y
GRIMSBY,UNKNOWN,H116,INGENUITY,C21062,13015,NON-SECTOR,23.35,120.98,445,367.903,2016,S,HRV,CATEGORY C,Y,N
GRIMSBY,UNKNOWN,H7,KIRKELLA,C21164,13023,THE FPO LTD,81.21,3976,3600.00,2919.36,2018,S,NOR,CATEGORY A,N,N
GRIMSBY,UNKNOWN,H7,KIRKELLA,C21164,13023,THE FPO LTD,81.21,3976,3600,2919.36,2018,S,NOR,DEEP SEA SPECIES,N,N
GRIMSBY,UNKNOWN,H7,KIRKELLA,C21164,13023,THE FPO LTD,81.21,3976,3600,2919.36,2018,S,NOR,EXTERNAL WATERS:  FAEROES,N,N
GRIMSBY,UNKNOWN,H7,KIRKELLA,C21164,13023,THE FPO LTD,81.21,3976,3600,2919.36,2018,S,NOR,EXTERNAL WATERS:  GREENLAND,N,N
GRIMSBY,UNKNOWN,H7,KIRKELLA,C21164,13023,THE FPO LTD,81.21,3976,3600,2919.36,2018,S,NOR,EXTERNAL WATERS:  NAFO INTERNATIONAL WATERS,N,N
GRIMSBY,UNKNOWN,H7,KIRKELLA,C21164,13023,THE FPO LTD,81.21,3976,3600,2919.36,2018,S,NOR,EXTERNAL WATERS:  NEAFC,N,N
GRIMSBY,UNKNOWN,H7,KIRKELLA,C21164,13023,THE FPO LTD,81.21,3976,3600,2919.36,2018,S,NOR,EXTERNAL WATERS:  NORWEGIAN WATERS,N,N
GRIMSBY,UNKNOWN,H7,KIRKELLA,C21164,13023,THE FPO LTD,81.21,3976,3600,2919.36,2018,S,NOR,EXTERNAL WATERS:  SPITZBERGEN AND BEAR ISLAND,N,N
GRIMSBY,UNKNOWN,H90,GUIDING LIGHT,C21061,13000,CORNISH FPO LTD,25.98,262,480,418.644,2017,S,,CATEGORY A,N,N
GRIMSBY,UNKNOWN,SN4,LIZ,A11006,40108,NON-SECTOR,11.61,21.29,94,95.009,1967,W,GBR,CATEGORY A,Y,N
GRIMSBY,UNKNOWN,TH77,EUROCLYDON,A23481,11990,NON-SECTOR,18.2,108,298,245.12,1987,S,GBR,CATEGORY C,Y,N
HASTINGS,DOVER,FE50,ROYAL CHARLOTTE,A16799,10443,NON-SECTOR,11.24,10.63,65,76.121,1976,W,GBR,CATEGORY A,N,N
HASTINGS,EASTBOURNE,DH148,ROYAL SOVEREIGN,A16300,10371,NON-SECTOR,17.03,53,183.82,175.533,1984,W,GBR,CATEGORY C,Y,N
HASTINGS,EASTBOURNE,NN748,BEACHY HEAD,C18724,11965,NON-SECTOR,11.83,16.29,189,146.566,2006,F,GBR,CATEGORY C,Y,N
HASTINGS,EASTBOURNE,NN794,COLUMBUS,C20756,40641,NON-SECTOR,11.99,16.06,292,189.671,2015,F,,CATEGORY A,Y,N
HASTINGS,FOLKESTONE,FE75,ROWENA,B10502,11291,NON-SECTOR,10.64,11.68,94,87.094,1989,F,GBR,CATEGORY A,Y,N
HASTINGS,HASTINGS,CK304,LAUREN ANNE,B14489,12439,SOUTH WESTERN FPO LTD,13.33,26.61,221,168.899,1995,S,GBR,CATEGORY A,N,Y
HASTINGS,HASTINGS,FE7,PROVIDER,B11746,11181,NON-SECTOR,11.1,15.08,86.54,85.452,1990,F,GBR,CATEGORY A,Y,N
HASTINGS,HASTINGS,LI77,RAPID RETURN,B10050,12350,NON-SECTOR,10.06,9.44,163,111.88,1988,F,GBR,CATEGORY C,Y,N
HASTINGS,HASTINGS,NN793,TALISMAN,C20669,12610,NON-SECTOR,13.4,5.38,530,260.878,2014,F,GBR,CATEGORY C,Y,N
HASTINGS,HASTINGS,NN793,TALISMAN,C20669,12610,NON-SECTOR,13.4,5.38,530,260.878,2014,F,GBR,NORTHERN ALBACORE TUNA,Y,N
HASTINGS,LANGSTONE HARBOUR,P311,SAND JULIE,A20304,10298,NON-SECTOR,10.51,9.24,80,75.728,1972,F,UNK,CATEGORY C,N,N
HASTINGS,NEWHAVEN,NN444,SAJENN,B14199,11653,THE FPO LTD,13.99,38.44,174,145.872,1995,S,GBR,CATEGORY A,N,Y
HASTINGS,NEWHAVEN,NN712,SARAH LENA,C19121,11344,THE FPO LTD,13.64,28.85,219,169.205,2007,S,GBR,CATEGORY A,N,Y
HASTINGS,NEWHAVEN,NN729,WILLIAM MARY,C17871,11985,THE FPO LTD,13.95,30.09,219,171.09,2003,S,GBR,CATEGORY A,N,Y
HASTINGS,PORTLAND,PO18,BOY LYNHAM,B11563,44727,NON-SECTOR,10.4,9.27,96,81.992,1990,F,GBS,CATEGORY B ,Y,N
HASTINGS,PORTSMOUTH,P9,PREVAIL,A14803,12694,NON-SECTOR,12.73,19.58,114,110.113,1972,S,,CATEGORY C,Y,Y
HASTINGS,QUEENBOROUGH,LN88,CAROLE ANNE,B10622,11301,NON-SECTOR,13.91,26.02,179,147.318,1988,S,GBR,CATEGORY C,Y,Y
HASTINGS,QUEENBOROUGH,LO13,TWO SUNS,A18598,12251,SOUTH WESTERN FPO LTD,10.64,7.76,75,66.202,1985,S,,CATEGORY A,N,Y
HASTINGS,QUEENBOROUGH,LO33,RELIANCE 111,A18615,10692,NON-SECTOR,14,28.59,208.6,170.87,1986,S,GBR,CATEGORY C,N,N
HASTINGS,QUEENBOROUGH,LO526,MARGARET BERYL,B13195,11508,NON-SECTOR,13.02,23.34,175,143.59,1992,S,NLD,CATEGORY C,N,N
HASTINGS,RYE,RX30,AKELA,A22174,10987,NON-SECTOR,12.19,22.93,134,112.229,1966,W,GBR,CATEGORY A,N,Y
HASTINGS,SHOREHAM-BY-SEA,BM27,OUR MIRANDA,A14760,11924,SOUTH WESTERN FPO LTD,25.28,155,578,432.004,1982,S,NLD,CATEGORY A,N,Y
HASTINGS,SHOREHAM-BY-SEA,BM30,SARA LENA,B11603,11420,SOUTH WESTERN FPO LTD,18.21,82,220,217.365,1990,S,NLD,CATEGORY A,N,Y
HASTINGS,SHOREHAM-BY-SEA,SM688,JENNAH D,B14574,11911,SOUTH WESTERN FPO LTD,13.9,27.23,252,187.07,1995,S,GBR,CATEGORY A,N,Y
HASTINGS,SHOREHAM-BY-SEA,SM73,IMOGEN LEIGH,C20800,12693,SOUTH WESTERN FPO LTD,11.9,8.46,219.32,136.774,2016,F,GBR,CATEGORY A,N,Y
HASTINGS,UNKNOWN,BM32,SPECULATE,C17338,12749,THE FPO LTD,13.43,28.35,189.00,149.783,2001,S,GBR,CATEGORY A,N,Y
HASTINGS,UNKNOWN,BM9,LADY JEAN,B11798,40531,CORNISH FPO LTD,11.52,26.47,172,129.24,1990,S,GBR,CATEGORY A,N,N
HASTINGS,UNKNOWN,BN1,WASH PILGRIM,B13011,11500,NON-SECTOR,12.99,19.24,112,112.492,1992,S,GBR,CATEGORY C,N,N
